id,title,description_de,description_en,subjects,spatial,temporal,created,filetype,mimetype,rights,dataProvider,isShownAt,isShownBy,API_Endpoint
235324,0898-21b_landgraben b,"Datenerhebung N.N., Manuskripttext für FÖ 38 1999 Kurt Bors, Skizze 0898-21b_landgraben b_skz_01; von Kurt Bors (Archiv für Mittelalterarchäologie (AMA), digitale Version Jacqueline Huber/Nora Siegmeth.","Data acquisition by N.N, Manuscript for FÖ 38 1999 by Kurt Bors, Settlement sketch of 0898-21b_landgraben b_skz_01; by Kurt Bors (Archiv für Mittelalterarchäologie (AMA), digital version by Jacqueline Huber/Nora Siegmeth.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Landgraben Nord* | Landgraben Süd*,,2024-08-30,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/235324.pdf,https://thanados.openatlas.eu/api/display/235324,https://thanados.openatlas.eu/api/entity/235324
222041,1148-10b_norcindorf_geschwärzt,Scan1148-10b_norcindorf_geschwärzt; Seitenanzahl: 34; Fragebogen Fritz Felgenhauer; Datenerhebung N.N. und Erwin Eminger; Text und Plan Margarete Strohschneider; digitale Version Jacqueline Huber/Nora Siegmeth,Scan1148-10b_norcindorf_geschwärzt; number of pages: 34; questionnaire by Fritz Felgenhauer; data acquisition by N.N. and Erwin Eminger; text and drawing by Margarete Strohschneider;data acquisition by N.N.; digital version by Jacqueline Huber/Nora Siegmeth,Wüstung | Abandoned Village | Abandoned Village | DeVill | High Middle Ages | Late Middle Ages | Older Excavation | Partial Excavation | Strayfinds | Survey | Written Sources | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Austria | Großebersdorf | Mistelbach | Niederösterreich | Norcindorf | Putzing,1100 | High Middle Ages | Late Middle Ages,2024-02-20,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/222041.pdf,https://thanados.openatlas.eu/api/display/222041,https://thanados.openatlas.eu/api/entity/222041
235849,2074-10b_wolfeswerde_ker_02,"Foto und Profilzeichnung Krug 2074-10b_wolfeswerde_ker_02, Jacqueline Huber/Nora Siegmeth.","foto and drawing jug 2074-10b_wolfeswerde_ker_02, by Jacqueline Huber/Nora Siegmeth.",Glimmer | Irdenware | Krug | Reduktionsbrand | schnell gedreht | steinchengemagert | Jug | earthenware | mica | stone-tempered | throwing | DeVill | Grey | Irdenware | Jug | Late Middle Ages | Rillendekor | glimmergemagert | reduzierend gebrannt | schnell gedreht | steinchengemagert | verstärkter Rand | Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie (ÖGMN),2074-10b_wolfeswerde_ker_02,1300-1500 | Late Middle Ages,2024-09-03,svg,image/svg+xml,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/235849.svg,https://thanados.openatlas.eu/api/display/235849,https://thanados.openatlas.eu/api/entity/235849
235846,2074-10b_wolfeswerde_ker_01,"Foto und Profilzeichnung Topf 2074-10b_wolfeswerde_ker_01, Jacqueline Huber/Nora Siegmeth.","foto and drawing pot 2074-10b_wolfeswerde_ker_01, by Jacqueline Huber/Nora Siegmeth.",Irdenware | Kremprand | Reduktionsbrand | Topf | schnell gedreht | steinchengemagert | Pot | earthenware | hooked rim | stone-tempered | throwing | DeVill | Grey | Irdenware | Kremprand | Late Middle Ages | Pot | reduzierend gebrannt | schnell gedreht | steinchengemagert | Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie (ÖGMN),2074-10b_wolfeswerde_ker_01,1400-1500 | Late Middle Ages,2024-09-03,svg,image/svg+xml,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/235846.svg,https://thanados.openatlas.eu/api/display/235846,https://thanados.openatlas.eu/api/entity/235846
206084,"Eminger, Wüstungen begangen von","In den 1970er Jahren verfasste Liste der von Erwin Eminger begangenen Wüstungen, aus der Korrespondenz Eminger - AMA (Archiv für Mittelalterarchäologie, ÖGM), teilweise geschwärzt; Text: N.N., Digitalisat: Gabriele Scharrer-Liska","List of the deserted villages visited by Erwin Eminger in the 1970s, taken from the correspondence of Eminger - AMA (Archiv für Mittelalterarchäologie, ÖGM), partially redacted; text by N.N., digital version by Gabriele Scharrer-Liska",Höhenlage | Lage am Fließgewässer | Lage im Quellgebiet eines Fließgewässers | Steinbruch | Tallage | Wüstung | Abandoned Village | Quarry | situated near streaming water | Abandoned Village | Acker | Archaeology | DeVill | Early Modern Age | High Middle Ages | Historical Maps | History | Höhenlage | Image Sources | Lage am Fließgewässer | Lage im Quellgebiet eines Fließgewässers | Late Middle Ages | Modern Excavation | Older Excavation | Partial Excavation | Steinbruch | Strayfinds | Survey | Systematic Survey | Tallage | Written Sources | Zeilendorf | Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie (ÖGMN) | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Auf dem Mühlratz FN | Austria | Bockfließ | Boreisdorph | Chapellen | Deutsch-Wagram | Dietreichsdorf | Gerasdorf | Großebersdorf | Großengersdorf | Gänserndorf | Hagenbrunn | Hornsburg | In den sieben Brünnen FN | In öden Eigen FN | Kapellerfeld | Klosterneuburg | Korneuburg | Kreuttal | Matzen | Matzen-Raggendorf | Mistelbach | Mühlradsberg FN | Niederösterreich | Norcindorf | Putzing | Reichental | Rizendorf | Schleinbach | Stallaren | Stallingerfeld | Ulrichskirchen | Ulrichskirchen-Schleinbach | Wendlingerhof | Wentling | Wien-Umgebung | Willradi,1000-1555 | 1100 | 1100-1500 | 1100-1500 | 1100-1550 | 1300-1499 | 1350-1530 | Early Modern Age | High Middle Ages | Late Middle Ages,2023-08-17,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/206084.pdf,https://thanados.openatlas.eu/api/display/206084,https://thanados.openatlas.eu/api/entity/206084
209931,0724-10b_hertweigsdorf_skz_01,"Skizze Kurt Bors, digitale Version Jacqueline Huber/Nora Siegmeth, Georeferenzierung Roland Filzwieser.","Sketch by Kurt Bors, digital version by Jacqueline Huber/Nora Siegmeth, rectification by Roland Filzwieser.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Austria | Götzles | Hertweigsdorf | Niederösterreich | Waidhofen an der Thaya,,2023-10-04,png,image/png,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/209931.png,https://thanados.openatlas.eu/api/display/209931,https://thanados.openatlas.eu/api/entity/209931
213249,1576-10b_Sawrlings,1576-10b_Sawrlings,,Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Sawrlings,,2023-11-17,png,image/png,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/213249.png,https://thanados.openatlas.eu/api/display/213249,https://thanados.openatlas.eu/api/entity/213249
234302,0663-10b_haslach,"Datenerhebung N.N., digitale Version Jacqueline Huber/Nora Siegmeth.","Data acquisition by N.N, digital version by Jacqueline Huber/Nora Siegmeth.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Haslach,,2024-08-19,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/234302.pdf,https://thanados.openatlas.eu/api/display/234302,https://thanados.openatlas.eu/api/entity/234302
233458,0467-10b_ganandorf,"Datenerhebung N.N., digitale Version Jacqueline Huber/Nora Siegmeth.","Data acquisition by N.N, digital version by Jacqueline Huber/Nora Siegmeth.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Ganandorf de,,2024-08-10,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/233458.pdf,https://thanados.openatlas.eu/api/display/233458,https://thanados.openatlas.eu/api/entity/233458
232519,2024-10b_wildhalmestorf,2024-10b_wildhalmestorf,,Wüstung | Abandoned Village | Abandoned Village | DeVill | High Middle Ages | Late Middle Ages | Strayfinds | Survey | Written Sources | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Austria | Niederösterreich | Raabs an der Thaya | Waidhofen an der Thaya | Wilhalmestorf | Wilhelmshof,1000-1500 | High Middle Ages | Late Middle Ages,2024-08-04,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/232519.pdf,https://thanados.openatlas.eu/api/display/232519,https://thanados.openatlas.eu/api/entity/232519
224320,0781-10b_Hölbertsgraben,"Terrain model of 0781-10b_Hölbertsgraben;
Elevation data: Inspire BEV (CC-BY-4.0)
Source: ALS_DTM_CRS3035RES50000mN2850000E4700000;
https://doi.org/10.48677/efdfe29b-58bd-4ffd-b508-d653c9698c1e
Map Overlay: Geoland Basemap Grau basemap.at (CC-BY-4.0)
Settlement sketch: Kurt Bors/AMA (CC-BY-4.0)
Arrangement: Roland Filzwieser",,Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Hölbertsgraben,,2024-03-20,glb,application/octet-stream,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/224320.glb,https://thanados.openatlas.eu/api/display/224320,https://thanados.openatlas.eu/api/entity/224320
233793,0572-10b_gritsanas,"Datenerhebung N.N., digitale Version Jacqueline Huber/Nora Siegmeth.","Data acquisition by N.N., digital version by Jacqueline Huber/Nora Siegmeth.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Austria | Gars am Kamp | Gritsanas | Horn | Niederösterreich,,2024-08-15,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/233793.pdf,https://thanados.openatlas.eu/api/display/233793,https://thanados.openatlas.eu/api/entity/233793
233454,0463-13b_gaizperch-oberdorf_geschwärzt,"Fragebogen Kurt Bors, Manuskripttext für FÖ 40 2001 Kurt Bors, Skizze 0463-10b_gaizperch_skz_01; von Kurt Bors (Archiv für Mittelalterarchäologie (AMA), Datenerhebung N.N., digitale Version Jacqueline Huber/Nora Siegmeth.","Questionnaire by Kurt Bors, Manuscript for FÖ 40 2001 by Kurt Bors, data acquisition by N.N, Settlement sketch of 0463-10b_gaizperch_skz_01; by Kurt Bors (Archiv für Mittelalterarchäologie (AMA), digital version by Jacqueline Huber/Nora Siegmeth.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Obergaizperch,,2024-08-10,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/233454.pdf,https://thanados.openatlas.eu/api/display/233454,https://thanados.openatlas.eu/api/entity/233454
222039,0121-10b_de baien,"Scahn 0121-10b_de baien, Umfang 2 Seiten; data acquisation by N.N., digital version by Jacqueline Huber/Nora Siegmeth",,Wüstung | Abandoned Village | Abandoned Village | DeVill | High Middle Ages | Written Sources | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Austria | Baien de | Niederösterreich,High Middle Ages,2024-02-20,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/222039.pdf,https://thanados.openatlas.eu/api/display/222039,https://thanados.openatlas.eu/api/entity/222039
209929,0710-10b_herdes_skz_01,"Skizze Kurt Bors, digitale Version Jacqueline Huber/Nora Siegmeth, Georeferenzierung Roland Filzwieser.","Sketch by Kurt Bors, digital version by Jacqueline Huber/Nora Siegmeth, rectification by Roland Filzwieser.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Herdes,,2023-10-04,jpg,image/jpeg,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/209929.jpg,https://thanados.openatlas.eu/api/display/209929,https://thanados.openatlas.eu/api/entity/209929
235310,0898-10b_laimgrube,"Datenerhebung N.N., digitale Version Jacqueline Huber/Nora Siegmeth.","Data acquisition by N.N, digital version by Jacqueline Huber/Nora Siegmeth.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Laimgrube,,2024-08-30,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/235310.pdf,https://thanados.openatlas.eu/api/display/235310,https://thanados.openatlas.eu/api/entity/235310
209913,0697-22b_helmitzbrunn_II_02,"Skizze Kurt Bors, digitale Version Jacqueline Huber/Nora Siegmeth, Georeferenzierung Roland Filzwieser.","Sketch by Kurt Bors, digital version by Jacqueline Huber/Nora Siegmeth, rectification by Roland Filzwieser.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Helmitzbrunn II,,2023-10-04,png,image/png,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/209913.png,https://thanados.openatlas.eu/api/display/209913,https://thanados.openatlas.eu/api/entity/209913
217872,Bors 1991 Ortswüstungen in Mittelburgenland,Karte der Ortswüstungen im Mittelburgenland,,Wüstung | Abandoned Village | Abandoned Farmstead | Abandoned Village | DeVill | Early Modern Age | Excavation | High Middle Ages | Late Middle Ages | Medieval | Modern Age | Strayfinds | Surface Feature | Systematic Survey | Written Sources | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Austria | Burgenland | Deutschkreutz | Engelsdorf | Frankenau-Unterpullendorf | Gaberlingbach* | Großwarasdorf | Hausbergdorf* | Horitschon | Kaporjan | Karaka | Kleinwarasdorf | Lackenbach | Lackenbach* | Lockenhaus | Ludwigshof* | Lutzmannsburg | Neckenmarkt | Nikitsch | Oberpullendorf | Paulshof | Petersdorf* | Pulczesdorf | Raidingbach* | Samersdorf | Spanfurt | Strebersdorf | Ungarisch Sussendorf | Unterpetersdorf | Unterpullendorf | Weingraben | Windisch Sussendorf* | Zabloch | Öde Siedlung*,1000-1500 | 1100-1600 | 1200-1500 | 1200-1500 | 1200-1600 | 1200-1600 | 1300-1500 | 1500-1600 | 1500.0 | Early Modern Age | High Middle Ages | Late Middle Ages | Medieval | Modern Age,2024-01-17,png,image/png,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/217872.png,https://thanados.openatlas.eu/api/display/217872,https://thanados.openatlas.eu/api/entity/217872
234299,0661-10b_hasenec,"Datenerhebung N.N., digitale Version Jacqueline Huber/Nora Siegmeth.","Data acquisition by N.N, digital version by Jacqueline Huber/Nora Siegmeth.",Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Hasenec,,2024-08-19,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/234299.pdf,https://thanados.openatlas.eu/api/display/234299,https://thanados.openatlas.eu/api/entity/234299
219619,19760327_Einladung zu Exkursion,"Einladung zur Exkursion am 27.03.1976, verfasst von Margarete Strohschneider im Auftrag von Fritz Felgenhauer, geplant: Begehung von Wüstungen im Raum Wolkersdorf; digital version by Gabriele Scharrer-Liska.","Invitation to the excursion on 1976/03/27, written by Margarete Strohschneider on behalf of Fritz Felgenhauer, planned: Inspection of deserted sites in the Wolkersdorf area; digital version by Gabriele Scharrer-Liska.",Höhenlage | Lage im Quellgebiet eines Fließgewässers | Steinbruch | Wüstung | Abandoned Village | Quarry | Abandoned Village | Acker | Archaeology | DeVill | Early Modern Age | High Middle Ages | Historical Maps | History | Höhenlage | Image Sources | Lage im Quellgebiet eines Fließgewässers | Late Middle Ages | Modern Excavation | Older Excavation | Partial Excavation | Steinbruch | Strayfinds | Survey | Systematic Survey | Written Sources | Zeilendorf | Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie (ÖGMN) | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Auf dem Mühlratz FN | Austria | Bockfließ | Boreisdorph | Chapellen | Deutsch-Wagram | Dietreichsdorf | Gerasdorf | Großebersdorf | Großengersdorf | Gänserndorf | Hagenbrunn | Hornsburg | In den sieben Brünnen FN | In öden Eigen FN | Kapellerfeld | Klosterneuburg | Korneuburg | Kreuttal | Mistelbach | Mühlradsberg FN | Niederösterreich | Norcindorf | Putzing | Rizendorf | Schleinbach | Stallaren | Stallingerfeld | Ulrichskirchen | Ulrichskirchen-Schleinbach | Wendlingerhof | Wentling | Wien-Umgebung | Willradi,1000-1555 | 1100 | 1100-1500 | 1100-1500 | 1100-1550 | 1300-1499 | Early Modern Age | High Middle Ages | Late Middle Ages,2024-01-30,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/219619.pdf,https://thanados.openatlas.eu/api/display/219619,https://thanados.openatlas.eu/api/entity/219619
219617,19760327_Planung Exkursion,"Planung der Exkursion am 27.03.1976, Begehung der Wüstungen Dietreichsdorf, Norcindorf, Willradi, Boreistorph, Rizendorf, Oberwendling, Niederwendling, Stallaren, eventuell Chapellen; text by N.N., digital version by Gabriele Scharrer-Liska.","Scheduling of the excursion taken on 1976/03/27, inspection of the deserted villages Dietreichsdorf, Norcindorf, Willradi, Boreistorph, Rizendorf, Oberwendling, Niederwendling, Stallaren, possibly Chapellen; text by N.N., digital version by Gabriele Scharrer-Liska.",Höhenlage | Lage im Quellgebiet eines Fließgewässers | Steinbruch | Wüstung | Abandoned Village | Quarry | Abandoned Village | Acker | Archaeology | DeVill | Early Modern Age | High Middle Ages | Historical Maps | History | Höhenlage | Image Sources | Lage im Quellgebiet eines Fließgewässers | Late Middle Ages | Modern Excavation | Older Excavation | Partial Excavation | Steinbruch | Strayfinds | Survey | Systematic Survey | Written Sources | Zeilendorf | Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie (ÖGMN) | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Auf dem Mühlratz FN | Austria | Bockfließ | Boreisdorph | Chapellen | Deutsch-Wagram | Dietreichsdorf | Gerasdorf | Großebersdorf | Großengersdorf | Gänserndorf | Hagenbrunn | Hornsburg | In den sieben Brünnen FN | In öden Eigen FN | Kapellerfeld | Klosterneuburg | Korneuburg | Kreuttal | Mistelbach | Mühlradsberg FN | Niederösterreich | Norcindorf | Putzing | Rizendorf | Schleinbach | Stallaren | Stallingerfeld | Ulrichskirchen | Ulrichskirchen-Schleinbach | Wendlingerhof | Wentling | Wien-Umgebung | Willradi,1000-1555 | 1100 | 1100-1500 | 1100-1500 | 1100-1550 | 1300-1499 | Early Modern Age | High Middle Ages | Late Middle Ages,2024-01-30,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/219617.pdf,https://thanados.openatlas.eu/api/display/219617,https://thanados.openatlas.eu/api/entity/219617
215463,Aufstellung Leistungen der Außenmitarbeiter (Stand 19.4.1975),"Aufstellung Leistungen der Außenmitarbeiter, Stand 19.04.1975; Umfang: 1 Seite, Text: N.N., Digitalisat: Gabriele Scharrer-Liska","Output of volunteers by 1975/04/19; number of pages: 1, text by N.N., digital version by Gabriele Scharrer-Liska",Angerdorf | Höhenlage | Lage am Fließgewässer | Lage im Quellgebiet eines Fließgewässers | Steinbruch | Wüstung | Abandoned Village | Anger village | Quarry | situated near streaming water | Abandoned Village | Acker | Aerial Image Analysis | Angerdorf | Archaeology | DeVill | DeVill Properties | Early Modern Age | Ebene | High Middle Ages | Historical Maps | History | Höhenlage | Hügelland | Image Sources | Lage am Fließgewässer | Lage im Quellgebiet eines Fließgewässers | Late Middle Ages | Modern Excavation | Older Excavation | Partial Excavation | Remote Sensing | Steinbruch | Strayfinds | Survey | Systematic Survey | Written Sources | Zeilendorf | Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie (ÖGMN) | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,"Aichenstuden | Alta | Altlichtenwarth | Auersthal | Auf dem Mühlratz FN | Austria | BERNHARDSTHAL | Baden | Bernhardsthal | Bockfließ | Boreisdorph | Bruck an der Leitha | Burgenland | Chapellen | Chundorf | Ebenvelde | Einzeilling Neusiedl | Eitzelsau | Engelhartstetten | Engelschalchesprunne | FN Altes Dorf | GAENSERNDORF | Gange | Gerasdorf | Geroltstorf | Glinzendorf | Grafenweiden | Groß-Enzersdorf | Großebersdorf | Gänserndorf | Hausbrunn | Hovmat | Hutmannsdorf | In den sieben Brünnen FN | In öden Eigen FN | Kapellerfeld | Katzelsdorf | Klosterneuburg | Leubmannsdorf | Marchegg | Mistelbach | Mühlleiten | Mühlradsberg FN | Nawinchel | Neiern | Neundorf, auf dem | Neusiedl am See | Nickelsdorf | Niederösterreich | Norcindorf | Nöttendorf | Oberhausen | Oberweiden | Pachfurth | Passauerhof | Porz | Potendorf | Poysdorf | Preitenvelde | Putzing | RINGELSDORF | Rabensburg | Razzen | Rihwinsdorf | Ringelsdorf-Niederabsdorf | Rohrau | Roking | Rotenlaymen | Schleinbach | Schonstrazze | Schrattenberg | Seibersdorf | Steineprunn | Strazze | Trautmannsdorf | Trautmannsdorf an der Leitha | Ulrichskirchen | Ulrichskirchen-Schleinbach | Weiden an der March | Wien-Umgebung | Willradi | Wisentes Niusidele | Wolfeswerde | Zankendorf",1000-1400 | 1000-1555 | 1030-1600 | 1100 | 1100-1500 | 1100-1500 | 1100-1550 | 1100-1550 | 1100-1600 | 1150-1499 | 1200-1500 | 1200-1550 | 1250-1465 | 1250-1500 | 1250-1550 | 1300-1499 | 1300-1500 | 1300-1600 | 1500.0 | 1529.0 | Early Modern Age | High Middle Ages | Late Middle Ages,2023-12-14,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/215463.pdf,https://thanados.openatlas.eu/api/display/215463,https://thanados.openatlas.eu/api/entity/215463
215461,Bors_Wüstungen in Niederösterreich,"Kurt Bors, Wüstungen in Niederösterreich (in alphabetischer Reihenfolge), Stand 1990. Manuskript (Wien 1990). Umfang: 26 Seiten;Text: Kurt Bors; Digitalisat: Gabriele Scharrer-Liska","Kurt Bors, Wüstungen in Niederösterreich (in alphabetischer Reihenfolge), Stand 1990. Manuscript (Wien 1990). Number of pages: 26; text by Kurt Bors in German language; digital version by Gabriele Scharrer-Liska",Wüstung | Abandoned Village | Abandoned Village | Archaeology | DeVill | DeVill Properties | Early Modern Age | High Middle Ages | History | Late Middle Ages | Medieval | Strayfinds | Survey | Systematic Survey | Written Sources | Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie (ÖGMN) | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,"AMEIS | Abendorf | Abschlag* | Absdorf-Nieder | Absdorf-Ober | Abtsdorf/Langental | Adelmannesbrunn | Adelmannsperg | Adilhartisperge | Aebeching an der Ried | Aegeri, Hof zu | Aeistal | Aerczperg | Aercztlein dacz | Aertzperig in | Aglayaech Hof im | Ahiris | Aichenbach | Aichenstuden | Aichperg | Aichperg | Aichperge | Aigen | Aigen | Aigen | Aigen i.d. Pramb | Aigen ob Symoning | Ainleflehen | Ainode | Ainöde | Aiterbach | Akheswald de | Alantsperg | Albern (Innern) | Albern iuxta Neitzen | Albersdorf de | Albrechtendorf | Albrechts | Allentsteig | Altlengbach | Amstetten | Auersthal | Austria | Felles | Föllim | Gerersdorf | Gmünd | Gnadendorf | Grossweikersdorf | Großweikersdorf | Gänserndorf | Hollenstein an der Ybbs | Jagenbach | Karlstetten | Kirchstetten | Kottes-Purk | Kreisbach | Krems (Land) | Lilienfeld | Loidesthal | Melk | Mistelbach | Muthmannsdorf | Mühldorf | Neunkirchen | Niederranna | Niederösterreich | Oberranna | Oedenkirchenwald | Pielachberg | Poysdorf | Prein an der Rax | Raabs an der Thaya | Reichenau an der Rax | Röhrabrunn | Sankt Pölten (Land) | Scheibbs | Schrattenbruck | Spielberg | Spitz | Staatz | Steinakirchen am Forst | Totzenbach | Tulln | Uttissenbach | Vießling | Waidhofen an der Thaya | Weikendorf | Wien | Wien 11., Simmering | Wiener Neustadt (Land) | Wilhelmsburg | Winzendorf-Muthmannsdorf | Zistersdorf | Zwettl | Zwettl (Stadt)",1000-1599 | 1040-1470 | 1100-1550 | 1100-1599 | 1130-1700 | 1162-1659 | 1180 | 1250-1400 | 1250-1650 | 1300 | 1302-1536 | Early Modern Age | High Middle Ages | Late Middle Ages | Medieval,2023-12-14,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/215461.pdf,https://thanados.openatlas.eu/api/display/215461,https://thanados.openatlas.eu/api/entity/215461
232473,2039-10b_windendorf,2039-10b_windendorf,,Wüstung | Abandoned Village | Abandoned Village | DeVill | https://vocab.getty.edu/aat/300167671 | https://www.wikidata.org/entity/Q350895,Windendorf,,2024-08-03,pdf,application/pdf,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,Österreichische Gesellschaft für Mittelalter- und Neuzeitarchäologie,https://devill.oegmn.or.at/file/232473.pdf,https://thanados.openatlas.eu/api/display/232473,https://thanados.openatlas.eu/api/entity/232473
