file_id,filename,file_label,object_id,object_name
237704,237704.pdf,1068-10b_mulpach,202489,Mulpach
207673,207673.pdf,wuestungslisten_kl_M-Z,202491,Mulwach
237705,237705.pdf,1069-10b_mulwach,202491,Mulwach
207673,207673.pdf,wuestungslisten_kl_M-Z,202493,Munichhouf in dem Dretigist
237706,237706.pdf,1070-10b_munichhouf in dem dretigist,202493,Munichhouf in dem Dretigist
207673,207673.pdf,wuestungslisten_kl_M-Z,202495,Muolhousen
237707,237707.pdf,1071-10b_muolhuosen,202495,Muolhousen
234485,234485.pdf,19750514_Strohschneider_an_Ofner_geschwärzt,202495,Muolhousen
207673,207673.pdf,wuestungslisten_kl_M-Z,202497,Murringe
237708,237708.pdf,1072-10b_murringe,202497,Murringe
207673,207673.pdf,wuestungslisten_kl_M-Z,202499,Muschenclage
237709,237709.pdf,1073-10b_muschenclage,202499,Muschenclage
207673,207673.pdf,wuestungslisten_kl_M-Z,202501,Musching
237710,237710.pdf,1074-10b_musching,202501,Musching
207673,207673.pdf,wuestungslisten_kl_M-Z,202503,Musebrunne
237711,237711.pdf,1075-10b_musebrunne,202503,Musebrunne
207673,207673.pdf,wuestungslisten_kl_M-Z,202505,Mutheweruuereth
237712,237712.pdf,1076-10b_muthemeruuereth,202505,Mutheweruuereth
207673,207673.pdf,wuestungslisten_kl_M-Z,202507,Nandorf
237713,237713.pdf,1077-10b_nandorf,202507,Nandorf
207673,207673.pdf,wuestungslisten_kl_M-Z,202509,Narchonis villula
237714,237714.pdf,1078-10b_narchonis villula,202509,Narchonis villula
207673,207673.pdf,wuestungslisten_kl_M-Z,202511,Nas Pursktal
237715,237715.pdf,1079-10b_pursktal nas,202511,Nas Pursktal
207673,207673.pdf,wuestungslisten_kl_M-Z,202513,Naschendorf
237716,237716.pdf,1080-10b_naschendorf,202513,Naschendorf
234485,234485.pdf,19750514_Strohschneider_an_Ofner_geschwärzt,202513,Naschendorf
207673,207673.pdf,wuestungslisten_kl_M-Z,202515,Naschendorph
237717,237717.pdf,1081-10b_naschendorph,202515,Naschendorph
234485,234485.pdf,19750514_Strohschneider_an_Ofner_geschwärzt,202515,Naschendorph
208903,208903.pdf,19741026_Protokoll Exkursion,202517,Nawinchel
207673,207673.pdf,wuestungslisten_kl_M-Z,202517,Nawinchel
207603,207603.pdf,Schutzbier_Wüstungen begangen_geschwärzt,202517,Nawinchel
237718,237718.pdf,1082-10b_nawinchel_geschwärzt,202517,Nawinchel
227962,227962.pdf,19730215_Eibner_an_Schutzbier_geschwärzt,202517,Nawinchel
224728,224728.glb,1082-10b_Nawinchel,202517,Nawinchel
215463,215463.pdf,Aufstellung Leistungen der Außenmitarbeiter (Stand 19.4.1975),202517,Nawinchel
234369,234369.pdf,19730213_Schutzbier_an_Eibner_geschwärzt,202517,Nawinchel
215025,215025.pdf,19741026_Planung Exkursion,202517,Nawinchel
207673,207673.pdf,wuestungslisten_kl_M-Z,202519,Nawndorff
237719,237719.pdf,1083-10b_nawndorff,202519,Nawndorff
207673,207673.pdf,wuestungslisten_kl_M-Z,202521,"Neidekke, Hof zu"
237720,237720.pdf,1084-10b_hof zu neidekke im werd enhalben des wassers,202521,"Neidekke, Hof zu"
207807,207807.pdf,19750313_Besprechungsprotokoll_Zelesnik_Strohschneider,202523,Neiern
207807,207807.pdf,19750313_Besprechungsprotokoll_Zelesnik_Strohschneider,202523,Neiern
207807,207807.pdf,19750313_Besprechungsprotokoll_Zelesnik_Strohschneider,202523,Neiern
207680,207680.pdf,Zelesnik_Wüstungen begangen_geschwärzt,202523,Neiern
207673,207673.pdf,wuestungslisten_kl_M-Z,202523,Neiern
237721,237721.pdf,1085-10b_neiern_geschwärzt,202523,Neiern
224729,224729.glb,1085-10b_Neiern,202523,Neiern
211270,211270.png,1085-10b_Neiern,202523,Neiern
211269,211269.png,1085-10b_Neiern_skz_02,202523,Neiern
215463,215463.pdf,Aufstellung Leistungen der Außenmitarbeiter (Stand 19.4.1975),202523,Neiern
207673,207673.pdf,wuestungslisten_kl_M-Z,202525,Nendeindorf
237722,237722.pdf,1086-10b_nendeinsdorf,202525,Nendeindorf
207673,207673.pdf,wuestungslisten_kl_M-Z,202527,Nendeleins iuxta Melch
237723,237723.pdf,1087-10b_nendeleins,202527,Nendeleins iuxta Melch
207673,207673.pdf,wuestungslisten_kl_M-Z,202529,Nendleins bei Haypach
237724,237724.pdf,1088-10b_nendleins,202529,Nendleins bei Haypach
224730,224730.glb,1088-20b_Nerker,202531,Nerker
211286,211286.png,1088-20b_Nerker,202531,Nerker
207673,207673.pdf,wuestungslisten_kl_M-Z,202533,Nessindorf
237725,237725.pdf,1089-10b_nessindorf,202533,Nessindorf
237726,237726.pdf,1089-20b_netichn,202535,Netichn
224731,224731.glb,1089-20b_Netichn,202535,Netichn
211303,211303.png,1089-20b_Netichn_skz_01,202535,Netichn
207673,207673.pdf,wuestungslisten_kl_M-Z,202537,Netraz
237727,237727.pdf,1090-10b_netraz_geschwärzt,202537,Netraz
224732,224732.glb,1090-10b_Netraz,202537,Netraz
211333,211333.png,1090-10b_Netraz_skz_02,202537,Netraz
211332,211332.png,1090-10b_Netraz,202537,Netraz
207673,207673.pdf,wuestungslisten_kl_M-Z,202539,Nettes
237728,237728.pdf,1091-10b_de nettes,202539,Nettes
207673,207673.pdf,wuestungslisten_kl_M-Z,202541,Neuczleinsdorf
237729,237729.pdf,1092-10b_neuczleinsdorf,202541,Neuczleinsdorf
207673,207673.pdf,wuestungslisten_kl_M-Z,202543,Hof zu Neudegg
224734,224734.glb,1093-10b_Hof_zu_Neudegg_02,202543,Hof zu Neudegg
224733,224733.glb,1093-10b_Hof_zu_Neudegg_01,202543,Hof zu Neudegg
211340,211340.png,1093-10b_Hof_zu_Neudegg_skz_01,202543,Hof zu Neudegg
237092,237092.pdf,1093-10b_hof zu neudegg_geschwärzt,202543,Hof zu Neudegg
207673,207673.pdf,wuestungslisten_kl_M-Z,202545,Neudenstain an der Persnig
237730,237730.pdf,1094-10b_neudenstain,202545,Neudenstain an der Persnig
207673,207673.pdf,wuestungslisten_kl_M-Z,202547,Neugebäude
224740,224740.glb,1095-10b_Neugebäude,202547,Neugebäude
211503,211503.png,1095-10b_Neugebäude,202547,Neugebäude
237731,237731.pdf,1095-10b_neugebaeude_geschwärzt,202547,Neugebäude
207673,207673.pdf,wuestungslisten_kl_M-Z,202549,"Neundorf, auf dem"
206098,206098.pdf,"Margl, Wüstungen begangen von",202549,"Neundorf, auf dem"
237732,237732.pdf,1096-10b_auf dem neundorf zu ort_geschwärzt,202549,"Neundorf, auf dem"
215463,215463.pdf,Aufstellung Leistungen der Außenmitarbeiter (Stand 19.4.1975),202549,"Neundorf, auf dem"
207673,207673.pdf,wuestungslisten_kl_M-Z,202551,Neulinges
237733,237733.pdf,1097-10b_neunlinges,202551,Neulinges
207673,207673.pdf,wuestungslisten_kl_M-Z,202553,Neureuth
237734,237734.pdf,1098-10b_neureuth,202553,Neureuth
237735,237735.pdf,1098-20b_neuriss-nord,202555,Neuriß-Nord*
224746,224746.glb,1098-20b_Neuriß_Nord,202555,Neuriß-Nord*
211504,211504.png,1098-20b_Neuriß_Nord,202555,Neuriß-Nord*
207673,207673.pdf,wuestungslisten_kl_M-Z,202559,Neusidel
237736,237736.pdf,1099-10b_neusidel,202559,Neusidel
207673,207673.pdf,wuestungslisten_kl_M-Z,202561,Neusidel
237737,237737.pdf,1100-10b_neusidel,202561,Neusidel
207673,207673.pdf,wuestungslisten_kl_M-Z,202563,Neusidel
237738,237738.pdf,1101-10b_neusidel,202563,Neusidel
207673,207673.pdf,wuestungslisten_kl_M-Z,202565,Neusidl Poppen
237739,237739.pdf,1102-10b_poppen neusidl_geschwärzt,202565,Neusidl Poppen
234547,234547.pdf,19750307_Strohschneider_an_Zelesnik_geschwärzt,202565,Neusidl Poppen
207673,207673.pdf,wuestungslisten_kl_M-Z,202567,Neusidl ze Zuchros
