parent_id,name,id,type,path,description,begin_from,begin_to,end_from,end_to,class,geometry,lon,lat,devill_endpoint,API_Endpoint
,Purchdorf,203444,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1387-10b Purchdorf
HONB B574",1220,1250,1390,1408,place,"{""type"":""Polygon"",""coordinates"":[[[15.800807476,48.716193688],[15.801059604,48.716036185],[15.801436454,48.715844172],[15.801672488,48.715726487],[15.801838785,48.715656583],[15.80195412,48.715626498],[15.802089572,48.715594643],[15.802156627,48.71561588],[15.802223682,48.715669856],[15.802316219,48.715745069],[15.802389979,48.715824705],[15.802410096,48.715877797],[15.802422166,48.715926463],[15.802406073,48.715983094],[15.8023417,48.716022027],[15.801986307,48.716211385],[15.801533014,48.716436135],[15.801260769,48.716549395],[15.801199079,48.716567091],[15.801154822,48.716570631],[15.801121294,48.716559128],[15.801038146,48.716522849],[15.800973773,48.716474183],[15.800905377,48.71640782],[15.800842345,48.716356499],[15.800808817,48.716315796],[15.800786018,48.716287481],[15.800781995,48.716266245],[15.800781995,48.716241469],[15.800790042,48.716212269],[15.800807476,48.716193688]]]}",48.7161149365,15.801550432276395,https://devill.oegmn.or.at/entity/203444,https://thanados.openatlas.eu/api/entity/203444
,Purchstal,203446,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1388-10b Purchstal
HONB B586",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.459547708,48.384827227],[15.457658907,48.387755774],[15.453173005,48.389219984],[15.446640908,48.38874935],[15.441525403,48.387128243],[15.439243098,48.384251958],[15.438613494,48.381061707],[15.440344902,48.377975863],[15.441682806,48.376302106],[15.444594704,48.375831352],[15.447729222,48.37655932],[15.450641131,48.377814636],[15.454182632,48.379959063],[15.457173227,48.382469496],[15.459547708,48.384827227]]]}",48.383360727220406,15.44856900034744,https://devill.oegmn.or.at/entity/203446,https://thanados.openatlas.eu/api/entity/203446
,Purchstal,203448,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1389-10b Purchstal,,,,,place,"{""type"":""Polygon"",""coordinates"":[[[14.918826573,48.214731072],[14.898049742,48.213051953],[14.879418437,48.208644011],[14.865137295,48.198204057],[14.862304094,48.187705287],[14.864192874,48.176784282],[14.876784887,48.170692718],[14.891265701,48.166281131],[14.911098089,48.168802085],[14.929356526,48.174263721],[14.940059717,48.182875129],[14.946040906,48.196524397],[14.939744889,48.206811437],[14.932504513,48.212898716],[14.918826573,48.214731072]]]}",48.19211484195087,14.903801335387767,https://devill.oegmn.or.at/entity/203448,https://thanados.openatlas.eu/api/entity/203448
,Purchstal im alten Dorf,203450,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1390-10b Purchstal im alten Dorf,,,,,place,"{""type"":""Polygon"",""coordinates"":[[[16.739440454,48.272453178],[16.727163248,48.272033875],[16.717719244,48.269727665],[16.713626856,48.264905242],[16.711423269,48.260082364],[16.71520087,48.255678472],[16.724015261,48.254839595],[16.73094085,48.256517342],[16.738496054,48.260292069],[16.743218056,48.263856834],[16.745106899,48.268679356],[16.739440454,48.272453178]]]}",48.262074451599105,16.726595256837793,https://devill.oegmn.or.at/entity/203450,https://thanados.openatlas.eu/api/entity/203450
,Purchstal apud Rapotenchirchen,203452,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1391-10b Purchstal apud Rapotenchirchen
HONB B589; vielleicht identisch mit 1717-20 Steinfeld*",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[16.019056574,48.239423183],[16.010950463,48.238741377],[16.00504796,48.236223863],[16.002057366,48.231975277],[16.004125396,48.228389304],[16.006213848,48.225982543],[16.011357081,48.224670486],[16.02019157,48.224971093],[16.025133837,48.227126129],[16.026697861,48.2296001],[16.029381329,48.231823176],[16.029574645,48.235962697],[16.026977544,48.238008197],[16.023750839,48.239162032],[16.019056574,48.239423183]]]}",48.2339689873056,16.016471141815863,https://devill.oegmn.or.at/entity/203452,https://thanados.openatlas.eu/api/entity/203452
,Purchstalle,203454,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1392-10b Purchstalle
HONB B587",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.905607601,48.313608871],[15.901652003,48.314765173],[15.897618213,48.314750498],[15.889491772,48.31368534],[15.881537518,48.311016018],[15.874055717,48.307376054],[15.870221862,48.305762861],[15.868053915,48.303392731],[15.868490728,48.300523843],[15.868612734,48.296083174],[15.870265172,48.291215169],[15.874264085,48.287684382],[15.881936655,48.286879076],[15.89298371,48.286987506],[15.902345246,48.287188156],[15.907902849,48.290011193],[15.912795724,48.293985594],[15.915077492,48.296317372],[15.914140807,48.299739507],[15.915714811,48.306182377],[15.912015906,48.309482068],[15.910986934,48.312604946],[15.905607601,48.313608871]]]}",48.301958287000005,15.891477590096798,https://devill.oegmn.or.at/entity/203454,https://thanados.openatlas.eu/api/entity/203454
,Purgersturff,203456,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1393-10b Purgersturff,,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.264208066,48.141883735],[15.245949672,48.146293036],[15.223913633,48.145873117],[15.205368947,48.138581379],[15.196268265,48.126878008],[15.198471894,48.117425469],[15.211063886,48.111332916],[15.228864896,48.107990319],[15.251215678,48.113452996],[15.269788859,48.120595632],[15.275455304,48.127947305],[15.276399704,48.135087919],[15.264208066,48.141883735]]]}",48.12741265675372,15.235863613824092,https://devill.oegmn.or.at/entity/203456,https://thanados.openatlas.eu/api/entity/203456
,Purgmannsdorf,203458,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1394-10b Purgmannsdorf,,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.628870708,48.137459302],[15.601483095,48.136619319],[15.576928683,48.128428773],[15.558670288,48.115615298],[15.550170684,48.100697234],[15.551744699,48.088087039],[15.55867033,48.080519431],[15.572206723,48.074212247],[15.590924606,48.070427911],[15.620201062,48.071689503],[15.640235204,48.081169591],[15.652827238,48.097774607],[15.655030825,48.107861109],[15.652827196,48.11983626],[15.646531221,48.129288356],[15.639920418,48.135798788],[15.628870708,48.137459302]]]}",48.10427917166134,15.603229892746509,https://devill.oegmn.or.at/entity/203458,https://thanados.openatlas.eu/api/entity/203458
,Purgmans,203460,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1395-10b Purgmans
HONB B578",,,1440,1443,place,"{""type"":""Polygon"",""coordinates"":[[[16.176369056,48.673095524],[16.173221026,48.683068647],[16.157795875,48.692001211],[16.14331504,48.696778451],[16.128803608,48.699893468],[16.109341964,48.699666874],[16.096435186,48.693435955],[16.087935582,48.684711382],[16.089824383,48.67494639],[16.098638773,48.667881159],[16.114693581,48.663101185],[16.139162424,48.661042386],[16.160568807,48.663952107],[16.170957212,48.667069497],[16.176369056,48.673095524]]]}",48.67900751847206,16.131770891467873,https://devill.oegmn.or.at/entity/203460,https://thanados.openatlas.eu/api/entity/203460
,Purgstall,203462,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1396-10b Purgstall
HONB B589a",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.013144102,48.14781312],[14.996774508,48.14781312],[14.978287905,48.141815015],[14.967584713,48.132155213],[14.962547925,48.121233241],[14.969788342,48.114300787],[14.97854566,48.108150807],[14.993885285,48.104808009],[15.009969681,48.106317147],[15.027142128,48.111245022],[15.037215746,48.120908758],[15.040450353,48.131429541],[15.036987538,48.139829597],[15.030061948,48.146338694],[15.013144102,48.14781312]]]}",48.12633139066741,15.001890962075926,https://devill.oegmn.or.at/entity/203462,https://thanados.openatlas.eu/api/entity/203462
,Purkchstal,203464,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1397-10b Purkchstal
HONB B588",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[16.046614297,48.490457888],[16.038980392,48.489154459],[16.032763092,48.485296112],[16.029740817,48.479755966],[16.029268612,48.475166779],[16.031944415,48.471724615],[16.035249816,48.468490854],[16.038948716,48.467186861],[16.045130366,48.465735848],[16.051612554,48.465527198],[16.059718655,48.467248521],[16.063846976,48.471335777],[16.065807613,48.47556483],[16.066823586,48.480599395],[16.064856079,48.485083807],[16.060448883,48.487534423],[16.054861177,48.489515685],[16.046614297,48.490457888]]]}",48.47766039794283,16.04787784555525,https://devill.oegmn.or.at/entity/203464,https://thanados.openatlas.eu/api/entity/203464
,Pürkhers,203466,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1398-10b Pürkhers, dorfstat zum
um Litschau?",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.032995584,48.981667153],[15.001515541,48.973612293],[14.987979149,48.952332942],[14.98986795,48.93621244],[15.000085219,48.926346354],[15.024926974,48.922963314],[15.053231502,48.92713602],[15.076728461,48.934897562],[15.082080077,48.944405403],[15.087575344,48.958343944],[15.082538556,48.970119602],[15.071835323,48.977348884],[15.050743685,48.983544585],[15.032995584,48.981667153]]]}",48.95533844296451,15.038140729379606,https://devill.oegmn.or.at/entity/203466,https://thanados.openatlas.eu/api/entity/203466
,Purkstal,203468,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1399-10b Purkstal
HONB B585; eventuell identisch mit 1005-20 Meierhöfen*?",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.93493833,48.202206976],[15.926517422,48.200633985],[15.919906624,48.197278109],[15.917418544,48.191689877],[15.919700849,48.186392862],[15.92446616,48.184199618],[15.931170181,48.183279379],[15.936836584,48.183122024],[15.941558586,48.184013695],[15.945257491,48.185272499],[15.948641589,48.187108203],[15.951474791,48.1912514],[15.952426851,48.194617049],[15.952269447,48.197553602],[15.948885349,48.199965647],[15.943455047,48.201695956],[15.939047841,48.202430009],[15.93493833,48.202206976]]]}",48.19315346282397,15.93504151125724,https://devill.oegmn.or.at/entity/203468,https://thanados.openatlas.eu/api/entity/203468
,Pubinchirchen,203470,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1368-10b Pubinchirchen
unsichere Lesart; nicht lokalisiert",,,,,place,,,,https://devill.oegmn.or.at/entity/203470,https://thanados.openatlas.eu/api/entity/203470
,Pursting,203472,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1400-10b Pursting,,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.042295127,48.276601445],[15.032221519,48.274926026],[15.025059819,48.270370699],[15.025744913,48.264753393],[15.028420716,48.260878003],[15.033614914,48.259830549],[15.038136739,48.259935296],[15.045720721,48.26019716],[15.052488917,48.262134919],[15.055437012,48.266662285],[15.057125625,48.270898919],[15.054857589,48.273607276],[15.050843876,48.275492167],[15.047617182,48.276853436],[15.043288683,48.27680108],[15.042295127,48.276601445]]]}",48.268516491790194,15.040731005743803,https://devill.oegmn.or.at/entity/203472,https://thanados.openatlas.eu/api/entity/203472
,Pusindorf,203474,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1401-10b Pusindorf,,,,,place,,,,https://devill.oegmn.or.at/entity/203474,https://thanados.openatlas.eu/api/entity/203474
,Putinowe,203476,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1402-10b Putinowe
HONB B276; 
im Pittental südlich von Pitten zu suchen",1140,1140,1500,1500,place,"{""type"":""Polygon"",""coordinates"":[[[16.182104202,47.714400164],[16.164790166,47.714400164],[16.14739481,47.706275409],[16.133228761,47.696745722],[16.126303172,47.688273421],[16.120007197,47.675138648],[16.118118396,47.659881207],[16.125988386,47.646527273],[16.140469179,47.653522609],[16.153690743,47.66433174],[16.165653163,47.681918289],[16.174152767,47.691027059],[16.181393142,47.699498905],[16.182022757,47.707757632],[16.182104202,47.714400164]]]}",47.678528468500005,16.14248972949265,https://devill.oegmn.or.at/entity/203476,https://thanados.openatlas.eu/api/entity/203476
,Pyhra,203478,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1403-10b Pyhra
HONB B255a",,,1500,1500,place,"{""type"":""Polygon"",""coordinates"":[[[15.227595687,48.95094653],[15.218702584,48.950378252],[15.211540885,48.947743422],[15.207209489,48.942656837],[15.208075188,48.937076171],[15.210672289,48.9314432],[15.217046992,48.925551155],[15.222241189,48.920743972],[15.233130239,48.917790221],[15.247400304,48.917827792],[15.254272108,48.920795666],[15.258880027,48.92283525],[15.260375324,48.929037721],[15.26036819,48.934435935],[15.259266396,48.939781973],[15.255095291,48.944225647],[15.24744686,48.94817564],[15.239941574,48.949922785],[15.234117768,48.950594392],[15.227595687,48.95094653]]]}",48.932939567453566,15.235176275468834,https://devill.oegmn.or.at/entity/203478,https://thanados.openatlas.eu/api/entity/203478
,Quellensiedlung*,203480,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1403-20b Quellensiedlung*,,,1550,1650,place,"{""type"":""Polygon"",""coordinates"":[[[15.802199543,48.199183065],[15.802170038,48.19904004],[15.802161992,48.198954225],[15.802156627,48.198859471],[15.80217272,48.198793322],[15.802191496,48.198734323],[15.802223682,48.198669962],[15.802328289,48.198569843],[15.802371204,48.198496542],[15.802398026,48.198401787],[15.802416801,48.198321334],[15.802438259,48.198267699],[15.802465081,48.198214064],[15.802502632,48.198205125],[15.802540183,48.198203337],[15.802698433,48.198205125],[15.802832544,48.198223003],[15.802958608,48.198237306],[15.80316782,48.198246245],[15.8032161,48.198256525],[15.803259015,48.198282002],[15.803285837,48.19832491],[15.803320706,48.198389272],[15.803331435,48.198464361],[15.803344846,48.198553753],[15.803336799,48.198632417],[15.803315341,48.198784382],[15.80326438,48.198866622],[15.803189278,48.198945286],[15.8030954,48.199050767],[15.803024992,48.199096356],[15.802947879,48.199140158],[15.802782923,48.199206307],[15.802663565,48.199251002],[15.802561641,48.199274243],[15.802448988,48.19928497],[15.802373886,48.199279607],[15.802314878,48.199264857],[15.802250504,48.199245638],[15.802215636,48.199222397],[15.802199543,48.199183065]]]}",48.1987593525,15.80275120289973,https://devill.oegmn.or.at/entity/203480,https://thanados.openatlas.eu/api/entity/203480
,Klein Raabs*,203482,Abandoned Farmstead,Place > Economic Site > Agricultural Site > Farmsteads > Abandoned Farmstead,1403-40b Klein Raabs*,1200,1300,1500,1600,place,"{""type"":""Polygon"",""coordinates"":[[[15.465448201,48.788249919],[15.465351641,48.78820574],[15.46515584,48.788043162],[15.464927852,48.787861143],[15.464825928,48.787753346],[15.464664996,48.787583697],[15.464589894,48.787442322],[15.464541614,48.78729918],[15.464546978,48.787221424],[15.464563072,48.787159572],[15.464603305,48.787111857],[15.464689136,48.787087117],[15.464817882,48.787088884],[15.465005636,48.787094186],[15.465171933,48.787115392],[15.465335548,48.787164873],[15.465547442,48.787221424],[15.465764701,48.787297413],[15.465874672,48.787346894],[15.465960503,48.787401677],[15.466024876,48.787461761],[15.4661268,48.7875943],[15.466277003,48.787820498],[15.46633333,48.78791946],[15.466330647,48.787977776],[15.466298461,48.788018421],[15.466271639,48.788046696],[15.466228724,48.7880626],[15.465601087,48.788248152],[15.465536714,48.788262289],[15.465488434,48.788264057],[15.465448201,48.788249919]]]}",48.787673823000006,15.465465048506967,https://devill.oegmn.or.at/entity/203482,https://thanados.openatlas.eu/api/entity/203482
,Racolsdorf,203484,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1404-10b Racolsdorf
HONB R57; 
vielleicht identisch mit 0429-20 Faumen*",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.961290554,48.750737559],[15.950280719,48.749040312],[15.940486243,48.745174146],[15.937587487,48.739244751],[15.939374803,48.732595353],[15.949719683,48.728719533],[15.96685713,48.729039972],[15.980296936,48.727927069],[15.993489366,48.728209372],[15.996350647,48.730737901],[15.996721867,48.733380211],[15.995949171,48.740323184],[15.984832024,48.745727917],[15.980054969,48.748209192],[15.974376999,48.749407447],[15.965726657,48.750381804],[15.961290554,48.750737559]]]}",48.73978396763799,15.966930139990334,https://devill.oegmn.or.at/entity/203484,https://thanados.openatlas.eu/api/entity/203484
,St. Radegund,203486,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1405-10b Radegund, St.
HONB R26",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[16.280083108,47.800175272],[16.264157188,47.799565532],[16.25329033,47.793801506],[16.248428842,47.785442533],[16.250144663,47.778331544],[16.25414825,47.773526272],[16.261154513,47.770739008],[16.274023176,47.769008908],[16.284032113,47.770642895],[16.291209254,47.774718266],[16.296928641,47.779427328],[16.300416054,47.786325861],[16.299987099,47.791994643],[16.293552773,47.796894276],[16.287547402,47.799391948],[16.280083108,47.800175272]]]}",47.782434930487284,16.273801812175904,https://devill.oegmn.or.at/entity/203486,https://thanados.openatlas.eu/api/entity/203486
,Radeis,203488,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1406-10b Radeis
HONB R20",1300,1320,1340,1360,place,"{""type"":""Polygon"",""coordinates"":[[[15.21075828,48.401143608],[15.207782089,48.401086668],[15.206060521,48.400770436],[15.19798186,48.398681605],[15.194907689,48.39516838],[15.192619922,48.390800248],[15.194121265,48.386811623],[15.196123053,48.385387041],[15.199197235,48.384199859],[15.204623334,48.383848584],[15.212487111,48.384893316],[15.217277102,48.386982712],[15.219455063,48.390096988],[15.219707851,48.394722229],[15.218331105,48.398166044],[15.215935211,48.400160429],[15.21075828,48.401143608]]]}",48.39276123822354,15.206623823299667,https://devill.oegmn.or.at/entity/203488,https://thanados.openatlas.eu/api/entity/203488
,Radewanspach,203490,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1407-10b Radewanspach
nicht lokalisiert",1150,1170,1580,1600,place,,,,https://devill.oegmn.or.at/entity/203490,https://thanados.openatlas.eu/api/entity/203490
,Radgersdorf,203492,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1408-10b Radgersdorf
Lokalisierung unsicher",,,,,place,,,,https://devill.oegmn.or.at/entity/203492,https://thanados.openatlas.eu/api/entity/203492
,Radichaw,203494,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1409-10b Radichaw
HONB R24",1400,1420,1750,1800,place,"{""type"":""Polygon"",""coordinates"":[[[14.98946081,48.298529801],[14.989326596,48.298765334],[14.989042282,48.298997296],[14.988725781,48.299225689],[14.987754822,48.299525452],[14.98703599,48.299646785],[14.985539317,48.299664628],[14.98436451,48.299578982],[14.983592033,48.299200708],[14.98316288,48.298786746],[14.98306632,48.29826215],[14.983093143,48.297798218],[14.983431101,48.297362831],[14.983817339,48.297055917],[14.984702468,48.296559854],[14.985609055,48.296281486],[14.987234473,48.296167283],[14.98781383,48.296217247],[14.988843902,48.296627661],[14.989332064,48.297170118],[14.989535912,48.297780374],[14.98946081,48.298529801]]]}",48.298030184,14.986295304699894,https://devill.oegmn.or.at/entity/203494,https://thanados.openatlas.eu/api/entity/203494
,St. Radigund auf der Wiltpruk,203496,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1410-10b Radigund auf der Wiltpruk, St.
HONB R25",,,1600,1700,place,"{""type"":""Polygon"",""coordinates"":[[[16.19381066,47.86480369],[16.18494559,47.863796299],[16.178868729,47.85952666],[16.177009922,47.852761686],[16.180513053,47.849354873],[16.18942014,47.848181527],[16.198642277,47.848536655],[16.204933622,47.850599997],[16.208579729,47.854534507],[16.208722711,47.858564674],[16.205577044,47.862546555],[16.20014361,47.864513396],[16.19381066,47.86480369]]]}",47.856549590389136,16.19335097076003,https://devill.oegmn.or.at/entity/203496,https://thanados.openatlas.eu/api/entity/203496
,Radiegunt,203498,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1411-10b Radiegunt
HONB R26a",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.825007608,48.667451611],[15.804361198,48.666223797],[15.782341508,48.654321894],[15.781626569,48.642700657],[15.786631048,48.63268346],[15.795639115,48.627012467],[15.808535653,48.625898177],[15.827293788,48.626408673],[15.841505454,48.62994343],[15.850227547,48.63703166],[15.850656502,48.647614897],[15.847796809,48.657062338],[15.843364266,48.663013318],[15.837215903,48.66584687],[15.825007608,48.667451611]]]}",48.64515777713825,15.816167321100831,https://devill.oegmn.or.at/entity/203498,https://thanados.openatlas.eu/api/entity/203498
,Raduwanes,203500,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1412-10b Raduwanes,1130,1150,1300,1350,place,"{""type"":""Polygon"",""coordinates"":[[[15.19733435,48.582720953],[15.187754346,48.581207254],[15.177459425,48.576949732],[15.173169874,48.569474547],[15.173169874,48.56341789],[15.175314649,48.558117722],[15.18046211,48.556130015],[15.190328077,48.556035363],[15.198049268,48.555846051],[15.205484496,48.558307026],[15.210203002,48.561430395],[15.212921687,48.568687063],[15.212063777,48.575405421],[15.207345271,48.580419952],[15.19733435,48.582720953]]]}",48.5690808050386,15.193020640919755,https://devill.oegmn.or.at/entity/203500,https://thanados.openatlas.eu/api/entity/203500
,Radwin,203502,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1413-10b Radwin
Lesart unsicher",1210,1230,,,place,,,,https://devill.oegmn.or.at/entity/203502,https://thanados.openatlas.eu/api/entity/203502
,Raegenfester,203504,Abandoned Farmstead,Place > Economic Site > Agricultural Site > Farmsteads > Abandoned Farmstead,"1414-10b Raegenfester
HONB R45",1000,1150,1500,1550,place,"{""type"":""Polygon"",""coordinates"":[[[15.518936813,48.186595351],[15.51875174,48.186581045],[15.518499613,48.186529186],[15.518295765,48.186407585],[15.518199205,48.186311019],[15.518121421,48.186200147],[15.518089235,48.186073181],[15.518097281,48.185951578],[15.518140197,48.185838917],[15.518212616,48.185736986],[15.51831454,48.185654725],[15.51845938,48.185572464],[15.518609583,48.185525968],[15.518794656,48.185491991],[15.519022644,48.185491991],[15.519199669,48.18551345],[15.519408882,48.18558677],[15.519548357,48.185685125],[15.51965028,48.185792422],[15.5197227,48.185922966],[15.519741476,48.186019533],[15.5197227,48.186150076],[15.519679785,48.186257372],[15.519577861,48.186375396],[15.519470572,48.186452291],[15.519331098,48.186518457],[15.519172847,48.186564951],[15.519057512,48.186588198],[15.518936813,48.186595351]]]}",48.186046356999995,15.518914313872155,https://devill.oegmn.or.at/entity/203504,https://thanados.openatlas.eu/api/entity/203504
,Raekh,203506,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1415-10b Raekh
Lesart unsicher",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.263096146,48.298153009],[15.255342668,48.296601773],[15.249408788,48.29270092],[15.248979833,48.286516028],[15.251553563,48.281472406],[15.257916393,48.279473856],[15.265622853,48.279331274],[15.27255763,48.281091912],[15.27806255,48.283994457],[15.281050504,48.288552262],[15.279549161,48.292786447],[15.277475872,48.296306737],[15.271728191,48.298323343],[15.267152677,48.298894156],[15.263096146,48.298153009]]]}",48.29062659092895,15.264789958822135,https://devill.oegmn.or.at/entity/203506,https://thanados.openatlas.eu/api/entity/203506
,Raeuschelsperg,203508,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1416-10b Raeuschelsperg
HONB R189",,,,,place,"{""type"":""Polygon"",""coordinates"":[[[15.282095997,48.11322096],[15.274875257,48.112122925],[15.26708257,48.109640321],[15.265080781,48.105820697],[15.265325917,48.101314195],[15.269115017,48.098496795],[15.274691433,48.097111913],[15.281554714,48.096777625],[15.288746189,48.097379483],[15.29475156,48.100960974],[15.297696698,48.105458645],[15.296695796,48.109517013],[15.294622517,48.111760916],[15.288760127,48.113240882],[15.284971028,48.113479583],[15.282095997,48.11322096]]]}",48.10338642003707,15.280776486380569,https://devill.oegmn.or.at/entity/203508,https://thanados.openatlas.eu/api/entity/203508
,Raffoldsdorf,203510,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1417-10b Raffoldsdorf
HONB R38; heute Raffelhof südlich von Wullersdorf",1280,1300,1650,1700,place,"{""type"":""Polygon"",""coordinates"":[[[16.110535562,48.610756601],[16.110465825,48.610722907],[16.110398769,48.610689212],[16.110323668,48.610620049],[16.110280752,48.610526059],[16.110261977,48.610417881],[16.110272706,48.610350491],[16.11030221,48.610283101],[16.110546291,48.610164282],[16.110978127,48.61012172],[16.111922264,48.610068518],[16.112504303,48.610056104],[16.112938821,48.610082705],[16.113110483,48.61011108],[16.113207042,48.610143001],[16.113249958,48.610199751],[16.113258004,48.61039128],[16.113255322,48.61046931],[16.113220453,48.610540246],[16.113164127,48.610600542],[16.113035381,48.610651971],[16.112877131,48.610685665],[16.112646461,48.610698079],[16.11207515,48.610738867],[16.111388505,48.610777882],[16.111029088,48.610786749],[16.110731363,48.610783202],[16.110535562,48.610756601]]]}",48.6104435955,16.111761322881524,https://devill.oegmn.or.at/entity/203510,https://thanados.openatlas.eu/api/entity/203510
,Raffolteswerde,203512,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1418-10b Raffolteswerde
HONB R39; östlich von Tulln",1230,1260,1450,1550,place,"{""type"":""Polygon"",""coordinates"":[[[16.078877449,48.334771113],[16.076946259,48.334514351],[16.076216698,48.333972291],[16.075894833,48.33287389],[16.076173782,48.331975181],[16.077053547,48.331376033],[16.079370975,48.330848206],[16.080980301,48.330776878],[16.082053185,48.330805409],[16.083533764,48.331062191],[16.084370613,48.331661342],[16.084671021,48.332274753],[16.084713936,48.333059336],[16.084713936,48.333144927],[16.084499359,48.333744054],[16.083233356,48.334271851],[16.082289219,48.334714055],[16.081087589,48.334842436],[16.078877449,48.334771113]]]}",48.332574321500005,16.080337611194757,https://devill.oegmn.or.at/entity/203512,https://thanados.openatlas.eu/api/entity/203512
,Rafölz,203514,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1419-10b Rafölz
HONB R37",1100,1200,1500,1550,place,"{""type"":""Polygon"",""coordinates"":[[[15.507338941,48.789919855],[15.508087277,48.789919855],[15.509296954,48.789903951],[15.51053077,48.789912786],[15.511096716,48.789902184],[15.51130861,48.789921622],[15.511488318,48.790015278],[15.511590242,48.790128372],[15.511630476,48.790255602],[15.511657298,48.790462351],[15.511643887,48.790626689],[15.51153928,48.790697372],[15.511423945,48.790715042],[15.511230826,48.790738014],[15.510396659,48.79079456],[15.509959459,48.790815765],[15.508570075,48.790907652],[15.508234799,48.79090942],[15.507929027,48.790914721],[15.507821739,48.790884681],[15.50765276,48.790826368],[15.507574975,48.790743315],[15.507481098,48.790630223],[15.507379174,48.790501226],[15.507271886,48.790336888],[15.507210195,48.790195521],[15.507196784,48.790107167],[15.507183373,48.790048852],[15.507194102,48.790001141],[15.507223606,48.789955196],[15.507261157,48.789930457],[15.507338941,48.789919855]]]}",48.7903996195,15.50948099997045,https://devill.oegmn.or.at/entity/203514,https://thanados.openatlas.eu/api/entity/203514
