parent_id,name,id,type,path,description,begin_from,begin_to,end_from,end_to,class,geometry,lon,lat,devill_endpoint,API_Endpoint
,Dernberg Castle,173247,Abandoned Fortification,Place > Military Facility > Fortification > Abandoned Fortification,"In 1208 Hadmar v. Kuenring donates the ""villa Ternberc"" to Zwettl Monastery. In 1285 a ""Witig von Ternberch"" appears in a Seefeld charter, the witnesses mostly coming from the South Moravian region. Bors sees the seat of this noble family in a farmstead in the ""Trenau"" parcel neighbouring the motte. In 1311 the monastery of Zwettl appears as the owner of several houses in Ternberg. A neighbouring village ""Chvgelveld bei Ternperig"", already mentioned in 1280 as ""Chugelvelde"", is mentioned in 1321 as a ""deserted village"". After the abandonment of the seat, the name Ternberg refers to the settlement directly west of the Hausberg. This is mentioned in 1457 as ""behaust"". The Seefeld share, which the monastery of Zwettl sold to the Hofkircher in 1535, is part of the Hft. Hardegg. At that time there were still 12 houses, and it was not until the 17th century that the village was moved to Haslach.
(Source: Imareal Burgen online; Text G.R., T.K., K.Kü.)",1200,1208,1300,1321,place,"{""type"":""Point"",""coordinates"":[16.177960343,48.617725578]}",48.617725578,16.177960343,https://devill.oegmn.or.at/entity/173247,https://thanados.openatlas.eu/api/entity/173247
,Irinspach,201377,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0830-10b Irinspach,,,,,place,,,,https://devill.oegmn.or.at/entity/201377,https://thanados.openatlas.eu/api/entity/201377
,Walrsperch,204790,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,1951-10b Walrsperch,,,,,place,,,,https://devill.oegmn.or.at/entity/204790,https://thanados.openatlas.eu/api/entity/204790
,Irmueldi,201379,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"0831-10b Irmueldi
nicht lokalisiert
vielleicht Irmfeld",,,,,place,,,,https://devill.oegmn.or.at/entity/201379,https://thanados.openatlas.eu/api/entity/201379
,Irmvelde,201381,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0832-10b Irmvelde,,,,,place,,,,https://devill.oegmn.or.at/entity/201381,https://thanados.openatlas.eu/api/entity/201381
,Irnpoltinge,201383,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0833-10b Irnpoltinge,,,,,place,,,,https://devill.oegmn.or.at/entity/201383,https://thanados.openatlas.eu/api/entity/201383
,Isinhartsdorf,201385,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0834-10b Isinhartsdorf,,,,,place,,,,https://devill.oegmn.or.at/entity/201385,https://thanados.openatlas.eu/api/entity/201385
,Isinvurta,201387,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0835-10b Isinvurta,,,,,place,,,,https://devill.oegmn.or.at/entity/201387,https://thanados.openatlas.eu/api/entity/201387
,Iskerisdorf,201389,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0836-10b Iskerisdorf,,,,,place,,,,https://devill.oegmn.or.at/entity/201389,https://thanados.openatlas.eu/api/entity/201389
,Isowe,201391,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0837-10b Isowe,,,,,place,,,,https://devill.oegmn.or.at/entity/201391,https://thanados.openatlas.eu/api/entity/201391
,Ilsansdorf,201393,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"0838-10b Ilsansdorf (Eisdorf)
HONB E122",,,,,place,,,,https://devill.oegmn.or.at/entity/201393,https://thanados.openatlas.eu/api/entity/201393
,Iwinperch,201396,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0839-10b Iwinperch,,,,,place,,,,https://devill.oegmn.or.at/entity/201396,https://thanados.openatlas.eu/api/entity/201396
,Jagemvelde,201398,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0840-10b Jagemvelde,,,,,place,,,,https://devill.oegmn.or.at/entity/201398,https://thanados.openatlas.eu/api/entity/201398
,Jahrings,201400,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,0841-10b Jahrings,,,,,place,,,,https://devill.oegmn.or.at/entity/201400,https://thanados.openatlas.eu/api/entity/201400
,Waltesprun,204792,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1952-10b Waltesprun
HONB W430 a. *Wolfhartsbrunn.
1485 Acker (NÖLA, Landrechtsurk. Nr. 45).
FIN „Wolfhartsbrunn“.
In der Gmd. Haselbach, GB Stockerau.",,,,,place,,,,https://devill.oegmn.or.at/entity/204792,https://thanados.openatlas.eu/api/entity/204792
,Ternberc,173251,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1804-10b Ternberc
KG Haslach, OG Nappersdorf-Kammersdorf, VB Hollabrunn (ÖK 23, W 137 mm, N 291 mm)
1982 wurde im Rahmen eines Forschungsvorhabens des Archivs für Mittelalterarchäologie (AMA, Univ.-Prof. Dr. F. Felgenhauer) zur Lokalisation mittelalterlicher Ortswüstungen in Niederosterreich der Standort der Wüstung TERNBERG, AMA Nr. 1804.1, HOBN Nr. D 92, erkundet.
Die Ortschaft befand sich am Westfuß des Dernberges, 1,5 km im SW von Nappersdorf, an dem nach N fließenden Bach. Die Funde erstrecken sich über ein Gebiet von 350 x 70 m westlich des Baches auf den Parz. 2492—2499, 2501—2505 und 2507—2509 sowie östlich des Baches auf den Parz. 2525—2529 gegenüber. Möglicherweise setzt sich die Scherbenführung auf dieser Seite auf den Waldparz. 2530—2533 fort. Der Flurname ist Dernberg.
Die Wüstung ist urkundlich von 1208 bis um 1600 belegt und durch Sagen in der Bevölkerung bekannt. Am Westhang, etwa 70 m vom Bach entfernt (am Rande der Scherbenstreuung), führte der Altweg über der ehemals versumpften Talniederung entlang.
Die Keramik wurde von Dr. S. Felgenhauer in das 9./10. bis 15. Jh. datiert, wobei eine urzeitliche Komponente nicht zu übersehen ist. Sie erscheint in eindeutigen Funden nicht nur am Dernberg selbst, sondern auch in der noch in Bearbeitung stehenden Ortswüstung in der Flur Obertrennau. Die wenigen neuzeitlichen Scherben lassen keine Bestätigung für ein Abkommen der Ortschaft am Beginn des 17. Jhs. zu.
Als Belegstücke seien ein stark graphitiertes Randstück aus dunkelbraunrötlichem, steinchengemagertem Ton (Abb. 930) aus dem 12. Jh. und ein Mundsaumbruchstück aus hart gebranntem, hellgrauem Ton aus dem 15./16. Jh. (Abb. 931) angeführt.
Die angeführten und weitere Fundstücke sowie eine eingehendere Beschreibung der Ortswüstung befinden sich im AMA am Inst. f. Ur- und Frühgeschichte d. Univ. Wien und bei Dr. Kurt Bors, Linzer Straße 352—354/3/9, 1140 Wien.
(Quelle: Bors 1984a, Fundberichte aus Österreich 22/1983 (1984) 324.)

1208 schenkt Hadmar v. Kuenring die ""villa Ternberc"" dem Kloster Zwettl. 1285 erscheint ein ""Witig von Ternberch"" in einer Seefelder Urkunde, das Zeugenpublikum stammt dabei zumeist aus dem südmährischen Raum. Den Sitz dieser Adelsfamilie sieht Bors in einer Hofstelle in der dem Hausberg benachbarten Flur ""Trenau"". 1311 erscheint das Kloster Zwettl als Besitzer mehrerer Häuser in Ternberg. Ein benachbartes Dorf ""Chvgelveld bei Ternperig"", bereits 1280 als ""Chugelvelde"" genannt, wird 1321 als ""ödes Dorf"" genannt. Der Name Ternberg bezieht sich nach Aufgabe des Sitzes auf die Siedlung unmittelbar westl. des Hausberges. Diese wird 1457 als behaust genannt. Der Seefelder Anteil, den das Kloster Zwettl 1535 an die Hofkircher verkauft, ist 1590 ein Bestandteil der Hft. Hardegg. Zu dieser Zeit bestehen noch 12 Häuser, erst im 17. Jh. wird das Dorf nach Haslach abgesiedelt.
(Quelle: Imareal Burgen online; Text G.R., T.K., K.Kü.)

“Dieser Dernberg ligt unweith Haslach, Stinkhabrunn und Napperstorff, ist ein erhobener Higl, gleich einer Schanz, von Niedergang mit zwey: und gegen Aufgang undt Mittag nur mit einem Graben versehen, solle nach der gemeinen Sag noch vor Alters ein gebäu, oder Schloß darauf gestanden, undt versunckhen sein [...] Herunden am fueß dises Bergs, gegen Mittag, ist das dörfel Dernberg gelegen, so in 11 hauß, als ganzen Le[hen] halben und viertl Lehen bestandten, ist jetziger Zeit ganz oedt der Erden gleich, darvon jedoch die rudera noch gar wol zukhennen, ist dermal alda, wie auch ob: undt undterhalb ein zwymäthige Wisen”
(Quelle: Stiftsarchiv Zwettl; Lade 47 - IV - 1 a/b)

D92. *Ternberg.
1457 behaust (AfNÖ, KG Krems, Hs. 275/1, f. 317 r); 1590 noch 12 Häuser
(BerB UMB, f. 43).
Bald darauf abgekommen.
W Haslach, GB Hollabrunn.
FIN ""Dernberg"".
(Quelle: Eheim 1981, 268)",1200,1208,1591,1657,place,"{""type"":""Polygon"",""coordinates"":[[[16.175597906,48.618984502],[16.175785661,48.619048334],[16.176268458,48.619136989],[16.176520586,48.619250467],[16.176627874,48.6194065],[16.176595688,48.619672464],[16.176520586,48.619963249],[16.176461577,48.620087364],[16.17639184,48.620197294],[16.176263094,48.620378147],[16.176128983,48.62054836],[16.176016331,48.620697297],[16.175833941,48.620711481],[16.175619364,48.620683112],[16.175463796,48.620665382],[16.17533505,48.620587367],[16.175265312,48.620488076],[16.175184846,48.62048453],[16.174927354,48.620463254],[16.174755692,48.620424246],[16.174525023,48.620326728],[16.174192429,48.620133464],[16.174052954,48.619968568],[16.173972487,48.619762891],[16.173918843,48.619546574],[16.173886657,48.619282383],[16.173819602,48.618879888],[16.173841059,48.618693711],[16.173932254,48.618427742],[16.174007356,48.618110351],[16.174074411,48.617853245],[16.174130738,48.617746856],[16.174219251,48.617649332],[16.174313128,48.617548262],[16.174554527,48.617280514],[16.174852252,48.617168804],[16.175074875,48.617096104],[16.175331026,48.617074826],[16.175593883,48.617062414],[16.175764203,48.617062414],[16.175841987,48.617086352],[16.175892949,48.617119156],[16.175903678,48.617275195],[16.175597906,48.618984502]]]}",48.618932195,16.174717789638652,https://devill.oegmn.or.at/entity/173251,https://thanados.openatlas.eu/api/entity/173251
,Trennau*,173255,Abandoned Fortification,Place > Military Facility > Fortification > Abandoned Fortification,"1823-20b Trennau*
1208 schenkt Hadmar v. Kuenring die ""villa Ternberc"" dem Kloster Zwettl. 1285 erscheint ein ""Witig von Ternberch"" in einer Seefelder Urkunde, das Zeugenpublikum stammt dabei zumeist aus dem südmährischen Raum. Den Sitz dieser Adelsfamilie sieht Bors in einer Hofstelle in der dem Hausberg benachbarten Flur ""Trenau"". 1311 erscheint das Kloster Zwettl als Besitzer mehrerer Häuser in Ternberg. Ein benachbartes Dorf ""Chvgelveld bei Ternperig"", bereits 1280 als ""Chugelvelde"" genannt, wird 1321 als ""ödes Dorf"" genannt. Der Name Ternberg bezieht sich nach Aufgabe des Sitzes auf die Siedlung unmittelbar westl. des Hausberges. Diese wird 1457 als behaust genannt. Der Seefelder Anteil, den das Kloster Zwettl 1535 an die Hofkircher verkauft, ist 1590 ein Bestandteil der Hft. Hardegg. Zu dieser Zeit bestehen noch 12 Häuser, erst im 17. Jh. wird das Dorf nach Haslach abgesiedelt.
(Quelle: Imareal Burgen online; Text G.R., T.K., K.Kü.)",1200,1208,1300,1321,place,"{""type"":""Polygon"",""coordinates"":[[[16.180366874,48.619172451],[16.179953814,48.619133443],[16.179701686,48.61905188],[16.179347634,48.618846199],[16.179149151,48.618683072],[16.179068685,48.618569592],[16.179047227,48.618491575],[16.179052591,48.618395826],[16.179127693,48.6183249],[16.179358363,48.618246882],[16.179551482,48.618158226],[16.179760695,48.618044745],[16.179975271,48.617927717],[16.180195212,48.617817782],[16.180382967,48.617711393],[16.180565357,48.617626281],[16.180667281,48.617512799],[16.180699468,48.617420594],[16.180763841,48.61728938],[16.180801392,48.617193629],[16.180865765,48.617112063],[16.180940866,48.617090785],[16.181171536,48.617055321],[16.182088852,48.616977301],[16.182582378,48.61698794],[16.182695031,48.617034043],[16.182764769,48.617129795],[16.183129549,48.617622735],[16.183231473,48.617885161],[16.183290482,48.618229151],[16.18330121,48.618335539],[16.183258295,48.618441927],[16.1831671,48.618527037],[16.182893515,48.618605055],[16.182008386,48.618800098],[16.181107163,48.618984502],[16.180790663,48.619083796],[16.180608273,48.619140535],[16.180500984,48.619161812],[16.180366874,48.619172451]]]}",48.6181014855,16.181462335202774,https://devill.oegmn.or.at/entity/173255,https://thanados.openatlas.eu/api/entity/173255
,Chruels,173258,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"0235-10b Chruels
HONB K315",1100,1100,1250,1250,place,"{""type"":""Polygon"",""coordinates"":[[[16.2517941,48.563714809],[16.25068903,48.565063829],[16.250023842,48.566036522],[16.249455214,48.566831701],[16.249321103,48.566959497],[16.249299645,48.567034044],[16.249283552,48.567101492],[16.249374747,48.567193788],[16.250426173,48.567786611],[16.250699759,48.567939253],[16.250860691,48.568006699],[16.251000166,48.568013798],[16.251257658,48.56779726],[16.252292991,48.566647107],[16.252566576,48.566260167],[16.252861619,48.565837725],[16.253140569,48.565365579],[16.253344417,48.565117079],[16.253644824,48.564783378],[16.253778934,48.564573926],[16.253854036,48.564378673],[16.253837943,48.564208271],[16.253746748,48.56415502],[16.253011823,48.563945565],[16.252394915,48.563817762],[16.252030134,48.563686408],[16.251933575,48.563658007],[16.251847744,48.563658007],[16.2517941,48.563714809]]]}",48.565601652,16.25166116358307,https://devill.oegmn.or.at/entity/173258,https://thanados.openatlas.eu/api/entity/173258
,Blaustauden,173261,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"1302-10b Plawenstudern
HONB B295;
1433 (Schmidl, BLf.Lit. 1847, 8. 239); 1463 aufrecht (Bl.f.Lk. 15/1881,  S. 198); 1491 öd (AFNÖ, LB 17/8, f. 57 v); 1517 'feldlehenacker bey der wuer' (AfNÖ, KG Stockerau, Hs. 108/1, f, 17 r); 1525 'oed dorff' (K Mailberg,  Urk. Nr. 259); 1529 Wiese und Weide (AE UMB 40). W Laa beim Blaustaudenhof.",1433,1433,1463,1490,place,"{""type"":""Polygon"",""coordinates"":[[[16.334921122,48.721872311],[16.335157156,48.720860151],[16.335446835,48.720527479],[16.336165667,48.720216039],[16.336916685,48.720074474],[16.338354349,48.719777188],[16.33972764,48.719663936],[16.341058016,48.719550683],[16.341969967,48.719571918],[16.34239912,48.719649779],[16.342796087,48.719805501],[16.343203783,48.720088631],[16.343375444,48.720463775],[16.343450546,48.720874307],[16.343225241,48.721221134],[16.342967749,48.721433475],[16.342710257,48.72156088],[16.342356205,48.721695362],[16.342055798,48.721872311],[16.341669559,48.722176663],[16.341326237,48.722537636],[16.340907812,48.722877373],[16.340521574,48.723139253],[16.339877844,48.723422363],[16.339159012,48.723585152],[16.338418722,48.723726706],[16.337839365,48.723769172],[16.337302923,48.723740861],[16.336562634,48.72368424],[16.335897446,48.723599307],[16.335511208,48.723493141],[16.335103512,48.723287886],[16.334888935,48.723103864],[16.334728003,48.722778284],[16.334695816,48.722452702],[16.33474946,48.72215543],[16.334921122,48.721872311]]]}",48.721628120999995,16.33875564884749,https://devill.oegmn.or.at/entity/173261,https://thanados.openatlas.eu/api/entity/173261
,Wislarin,205021,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"2057-10b Wislarin
HONB W304",1100,1200,1500,1600,place,"{""type"":""Polygon"",""coordinates"":[[[15.899147987,48.211808796],[15.897989273,48.211705129],[15.897179246,48.211712278],[15.896267295,48.211723003],[15.895891786,48.211844544],[15.895741582,48.212073326],[15.895746946,48.212412923],[15.895725489,48.212766816],[15.895854235,48.213020617],[15.896052718,48.213156453],[15.896911025,48.21328514],[15.897796154,48.213306588],[15.898579359,48.213295864],[15.899062157,48.213231521],[15.899266005,48.213020617],[15.899480581,48.212634553],[15.899485946,48.212341429],[15.899426937,48.212112648],[15.899341106,48.211948211],[15.899147987,48.211808796]]]}",48.212523738,15.897611418184386,https://devill.oegmn.or.at/entity/205021,https://thanados.openatlas.eu/api/entity/205021
,Wisperch,205023,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,2058-10b Wisperch,,,,,place,,,,https://devill.oegmn.or.at/entity/205023,https://thanados.openatlas.eu/api/entity/205023
,Ober Wissbrunn,205025,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"2059-10b Wissbrunn, Ober
Um Grafenwörth u. Fels am Wagram?",1350,1400,1400,1470,place,,,,https://devill.oegmn.or.at/entity/205025,https://thanados.openatlas.eu/api/entity/205025
173261,Farmstead 001,173579,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.337648968,48.722787131],[16.337994977,48.723509066],[16.338180052,48.723471908],[16.337801856,48.722744664],[16.337648968,48.722787131]]]}",,,https://devill.oegmn.or.at/entity/173579,https://thanados.openatlas.eu/api/entity/173579
,Wissen Hof,205027,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"2060-10b Wissen Hof
um Horn
HONB W401a",,,,,place,,,,https://devill.oegmn.or.at/entity/205027,https://thanados.openatlas.eu/api/entity/205027
,Wisthof,205029,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"2061-10b Wisthof
Um St. Pölten. Wenn Lesart richtig, zu mhd. wist st. f. ""Wohnung, Mahrung"".",,,,,place,,,,https://devill.oegmn.or.at/entity/205029,https://thanados.openatlas.eu/api/entity/205029
,Wisunwinchel,205031,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,2062-10b Wisunwinchel,,,,,place,,,,https://devill.oegmn.or.at/entity/205031,https://thanados.openatlas.eu/api/entity/205031
,Witinesperc,205033,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"2063-10b Witinesperc
Um Kirchschlag.",,,,,place,,,,https://devill.oegmn.or.at/entity/205033,https://thanados.openatlas.eu/api/entity/205033
,Witinsdorf,205035,Abandoned Village,Place > Settlement > Permanent Settlement > Rural Settlement > Village > Abandoned Village,"2064-10b Witinsdorf
HONB W403

um Baden?",,,,,place,,,,https://devill.oegmn.or.at/entity/205035,https://thanados.openatlas.eu/api/entity/205035
173261,Farmstead 002,173581,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.337803155,48.722743779],[16.338180006,48.723471023],[16.338346303,48.723435634],[16.337950677,48.722707505],[16.337803155,48.722743779]]]}",,,https://devill.oegmn.or.at/entity/173581,https://thanados.openatlas.eu/api/entity/173581
173261,Farmstead 003,173583,,,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.338434815,48.723463945],[16.338736563,48.72338609],[16.338327526,48.722619032],[16.338024437,48.722696004],[16.338434815,48.723463945]]]}",,,https://devill.oegmn.or.at/entity/173583,https://thanados.openatlas.eu/api/entity/173583
173261,Farmstead 004,173585,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.338418722,48.722716353],[16.338799596,48.723399361],[16.339126825,48.723326814],[16.338748634,48.722630534],[16.338418722,48.722716353]]]}",,,https://devill.oegmn.or.at/entity/173585,https://thanados.openatlas.eu/api/entity/173585
173261,Farmstead 005,173587,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.338795573,48.722667692],[16.339153647,48.723311773],[16.339464784,48.723237457],[16.339097321,48.722584527],[16.338795573,48.722667692]]]}",,,https://devill.oegmn.or.at/entity/173587,https://thanados.openatlas.eu/api/entity/173587
173261,Farmstead 006,173589,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339097321,48.722584527],[16.339463443,48.723235687],[16.339707524,48.72316314],[16.33936286,48.722517288],[16.339097321,48.722584527]]]}",,,https://devill.oegmn.or.at/entity/173589,https://thanados.openatlas.eu/api/entity/173589
173261,Farmstead 007,173591,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.33935079,48.722498708],[16.339722276,48.723189682],[16.339977086,48.723113596],[16.339640468,48.722422621],[16.33935079,48.722498708]]]}",,,https://devill.oegmn.or.at/entity/173591,https://thanados.openatlas.eu/api/entity/173591
173261,Farmstead 008,173593,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339977086,48.723112711],[16.340172887,48.722929572],[16.339938194,48.722432353],[16.339672655,48.722482783],[16.339977086,48.723112711]]]}",,,https://devill.oegmn.or.at/entity/173593,https://thanados.openatlas.eu/api/entity/173593
173261,Farmstead 009,173595,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.340065598,48.722249212],[16.340316385,48.722327069],[16.340592653,48.721953708],[16.340357959,48.721854617],[16.340227872,48.722051915],[16.340065598,48.722249212]]]}",,,https://devill.oegmn.or.at/entity/173595,https://thanados.openatlas.eu/api/entity/173595
173261,Farmstead 010,173597,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339883879,48.722182857],[16.340058893,48.722254963],[16.340229213,48.722048376],[16.340414956,48.72177145],[16.340226531,48.72170996],[16.339953616,48.722101018],[16.339883879,48.722182857]]]}",,,https://devill.oegmn.or.at/entity/173597,https://thanados.openatlas.eu/api/entity/173597
173261,Farmstead 011,173599,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339790002,48.722147025],[16.339884549,48.722183078],[16.339953281,48.72210146],[16.340100132,48.721890006],[16.34021882,48.721715048],[16.340099126,48.721683639],[16.339823697,48.722108649],[16.339790002,48.722147025]]]}",,,https://devill.oegmn.or.at/entity/173599,https://thanados.openatlas.eu/api/entity/173599
173261,Farmstead 012,173601,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339789163,48.722147025],[16.339823529,48.722108428],[16.340098791,48.72168375],[16.339890081,48.721621043],[16.339650191,48.722005466],[16.339596882,48.72208266],[16.339789163,48.722147025]]]}",,,https://devill.oegmn.or.at/entity/173601,https://thanados.openatlas.eu/api/entity/173601
173261,Farmstead 013,173603,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.33952111,48.722122252],[16.33959353,48.721993964],[16.339649186,48.722005466],[16.339804754,48.721755525],[16.339889914,48.721621928],[16.33970283,48.721544512],[16.339517757,48.721752428],[16.339405775,48.721876735],[16.339340732,48.721962998],[16.339421198,48.721995291],[16.339499652,48.722035105],[16.339463443,48.722101903],[16.33952111,48.722122252]]]}",,,https://devill.oegmn.or.at/entity/173603,https://thanados.openatlas.eu/api/entity/173603
173261,Farmstead 014,173605,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339155994,48.721925175],[16.339324974,48.721983347],[16.339410804,48.721872311],[16.339564361,48.721701113],[16.339703165,48.721544291],[16.339821517,48.721410029],[16.339690425,48.721364907],[16.339633428,48.721431263],[16.339591518,48.72142684],[16.339433938,48.721606666],[16.339389347,48.721658202],[16.339258254,48.72180861],[16.339155994,48.721925175]]]}",,,https://devill.oegmn.or.at/entity/173605,https://thanados.openatlas.eu/api/entity/173605
173261,Farmstead 015,173607,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339113079,48.721969412],[16.33915633,48.72192429],[16.339305192,48.721754419],[16.339444667,48.721594058],[16.339591853,48.721427061],[16.339579448,48.721405605],[16.339442655,48.72135805],[16.339248866,48.721576805],[16.339070834,48.721780077],[16.338957176,48.721910134],[16.339113079,48.721969412]]]}",,,https://devill.oegmn.or.at/entity/173607,https://thanados.openatlas.eu/api/entity/173607
173261,Farmstead 016,173609,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339227408,48.721247234],[16.339376941,48.72117203],[16.339272335,48.720994635],[16.339093298,48.721024275],[16.339227408,48.721247234]]]}",,,https://devill.oegmn.or.at/entity/173609,https://thanados.openatlas.eu/api/entity/173609
173261,Farmstead 017,173611,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.339014173,48.721401624],[16.339193881,48.721326862],[16.339006126,48.721041085],[16.338821724,48.721118059],[16.339014173,48.721401624]]]}",,,https://devill.oegmn.or.at/entity/173611,https://thanados.openatlas.eu/api/entity/173611
173261,Farmstead 018,173613,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.338872686,48.721511776],[16.339052394,48.721442323],[16.339014173,48.721400739],[16.338823065,48.721118059],[16.338609159,48.721182647],[16.338872686,48.721511776]]]}",,,https://devill.oegmn.or.at/entity/173613,https://thanados.openatlas.eu/api/entity/173613
173261,Farmstead 019,173615,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.338684931,48.721535222],[16.338429451,48.72123529],[16.338591054,48.721158316],[16.338779479,48.721394546],[16.338689625,48.721418434],[16.33875668,48.721503813],[16.338684931,48.721535222]]]}",,,https://devill.oegmn.or.at/entity/173615,https://thanados.openatlas.eu/api/entity/173615
173261,Farmstead 020,173617,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.33852534,48.721629006],[16.338637322,48.72157946],[16.338619888,48.721561764],[16.33868292,48.721534337],[16.338430122,48.721236175],[16.338239685,48.721308725],[16.33852534,48.721629006]]]}",,,https://devill.oegmn.or.at/entity/173617,https://thanados.openatlas.eu/api/entity/173617
173261,Farmstead 021,173619,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.338487118,48.721779634],[16.338608153,48.721719471],[16.338525005,48.721628342],[16.338256449,48.721327747],[16.338129714,48.721366234],[16.338487118,48.721779634]]]}",,,https://devill.oegmn.or.at/entity/173619,https://thanados.openatlas.eu/api/entity/173619
173261,Farmstead 022,173621,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.33830741,48.721934686],[16.338526681,48.721832498],[16.338487789,48.721777643],[16.338375807,48.721646701],[16.338169947,48.721408702],[16.33794196,48.721504256],[16.338102221,48.721694035],[16.33830741,48.721934686]]]}",,,https://devill.oegmn.or.at/entity/173621,https://thanados.openatlas.eu/api/entity/173621
173261,Farmstead 023,173623,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.338127702,48.722094382],[16.338357702,48.721993522],[16.337956041,48.721521951],[16.337697878,48.721610868],[16.33808881,48.722051915],[16.338127702,48.722094382]]]}",,,https://devill.oegmn.or.at/entity/173623,https://thanados.openatlas.eu/api/entity/173623
173261,Farmstead 024,173625,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.337879263,48.722179981],[16.338119656,48.722086862],[16.337715816,48.721631439],[16.337533928,48.72170432],[16.337470226,48.721726549],[16.337879263,48.722179981]]]}",,,https://devill.oegmn.or.at/entity/173625,https://thanados.openatlas.eu/api/entity/173625
173261,Farmstead 025,173627,Building,Feature > Building,,,,,,feature,"{""type"":""Polygon"",""coordinates"":[[[16.337571815,48.722252309],[16.337787732,48.722152775],[16.337520853,48.721844],[16.337375343,48.72167457],[16.337136626,48.721765699],[16.337472573,48.722143043],[16.337571815,48.722252309]]]}",,,https://devill.oegmn.or.at/entity/173627,https://thanados.openatlas.eu/api/entity/173627
